index_a,index_b,tag
0,3736,exact
2,3755,exact
5,3879,partiel
6,8,exact
6,3691,exact
7,2881,partiel
7,3758,partiel
7,3858,partiel
7,6456,partiel
7,8542,partiel
8,3715,exact
9,13,exact
9,3768,exact
11,3714,exact
12,3764,exact
13,3702,partiel
14,115,partiel
15,3742,exact
16,3717,exact
17,3721,exact
18,3708,exact
18,3767,exact
19,3726,exact
20,3761,exact
21,100,partiel
22,3765,exact
24,3706,exact
26,3842,exact
26,4550,partiel
26,8474,partiel
27,3713,exact
28,3840,exact
29,35,exact
29,110,partiel
29,3816,partiel
29,6460,partiel
30,3860,partiel
31,3725,exact
32,43,partiel
33,3744,exact
34,4,exact
34,3897,exact
35,3745,exact
35,5998,partiel
36,3757,partiel
36,3875,partiel
37,39,exact
37,3690,exact
39,41,exact
39,3688,exact
40,43,exact
41,3705,exact
43,3738,exact
45,3811,partiel
48,3735,exact
50,3729,exact
51,3741,exact
52,3906,partiel
53,43,partiel
54,6457,partiel
56,3737,partiel
57,3694,partiel
57,4174,partiel
57,5179,partiel
58,3733,exact
61,3724,exact
62,3763,exact
63,18,exact
63,3740,exact
66,3707,exact
67,2458,partiel
67,5359,partiel
67,6221,partiel
67,7396,partiel
67,8561,partiel
69,3716,exact
70,43,exact
73,115,partiel
74,3748,partiel
75,3770,exact
76,3697,partiel
76,3893,exact
79,3881,exact
80,3756,exact
81,3709,exact
83,3751,exact
84,1965,exact
85,3697,exact
85,3893,partiel
86,3718,exact
87,3722,partiel
89,3760,exact
90,3696,exact
90,3766,exact
90,3825,exact
90,6242,exact
91,3753,exact
92,115,exact
93,3769,exact
96,43,partiel
97,3731,exact
98,3746,partiel
99,3815,partiel
102,103,exact
107,3752,exact
108,35,partiel
108,110,exact
108,3816,partiel
108,6460,partiel
109,3701,exact
110,3695,partiel
111,3693,exact
113,3727,exact
114,3704,exact
115,3750,exact
116,5792,partiel
116,6458,partiel
116,8609,partiel
117,3759,exact
118,3697,partiel
118,3893,partiel
119,3734,exact
120,7116,exact
121,126,exact
121,1891,exact
121,2095,partiel
121,3866,partiel
121,4680,exact
121,5095,exact
121,8074,partiel
121,8260,partiel
121,8566,partiel
122,947,exact
122,7280,exact
122,7747,partiel
123,2680,exact
123,5219,partiel
124,129,exact
125,130,exact
126,131,exact
127,3814,exact
128,145,partiel
128,2810,exact
129,132,exact
130,133,exact
131,2491,exact
132,138,exact
133,139,exact
134,689,exact
135,141,exact
135,757,partiel
135,2040,partiel
136,2719,exact
137,1626,exact
137,4092,partiel
138,142,exact
139,642,exact
140,2307,exact
141,144,exact
142,145,exact
142,2810,partiel
142,4213,partiel
143,146,exact
144,1814,exact
144,4638,exact
144,6179,exact
146,147,exact
146,1501,partiel
146,2844,exact
146,2865,exact
146,3475,partiel
146,4866,partiel
146,5210,partiel
146,7309,partiel
146,7828,partiel
146,7976,partiel
146,8211,partiel
146,8216,partiel
146,8262,partiel
146,8302,partiel
148,1033,exact
148,6738,exact
149,3804,exact
150,148,exact
150,1466,exact
150,6772,exact
151,150,exact
152,151,exact
152,7590,partiel
153,152,exact
154,153,exact
154,1650,exact
155,154,exact
156,155,exact
157,156,exact
158,157,exact
158,973,exact
158,2320,exact
158,2874,exact
158,3032,partiel
158,5575,exact
158,6048,exact
158,7488,partiel
158,7496,exact
158,8697,partiel
159,7580,partiel
160,161,exact
161,1936,exact
161,3441,partiel
161,3891,partiel
161,5420,exact
161,7254,exact
161,7527,partiel
161,8147,partiel
161,8611,partiel
162,164,exact
163,1604,exact
164,3280,partiel
164,5545,exact
165,1910,exact
166,1351,exact
166,7441,partiel
166,8377,exact
167,2532,partiel
168,168,exact
169,170,exact
169,5330,exact
169,6731,exact
169,6791,partiel
170,171,exact
170,7475,partiel
171,173,exact
172,174,exact
173,736,exact
175,178,exact
176,1112,partiel
177,201,exact
177,7629,partiel
178,179,exact
179,181,exact
179,7051,partiel
180,2331,exact
181,182,exact
182,183,exact
183,184,exact
184,186,exact
185,1058,exact
185,2836,exact
185,3184,partiel
185,3374,partiel
185,5677,exact
185,8305,partiel
186,188,exact
187,1010,exact
187,2017,exact
188,189,exact
189,190,exact
189,3177,exact
191,191,exact
192,192,exact
193,193,exact
194,194,exact
194,3208,partiel
195,195,exact
196,197,exact
197,199,exact
198,2653,exact
199,203,exact
200,3883,exact
201,2867,exact
201,3900,exact
202,208,exact
203,2305,exact
204,209,exact
205,210,exact
206,2013,exact
206,2193,partiel
207,3850,exact
208,213,exact
208,7796,partiel
209,1449,exact
210,215,exact
211,218,exact
211,1086,partiel
212,221,exact
213,224,exact
213,3612,partiel
214,225,exact
214,1725,exact
214,2255,exact
214,7313,partiel
214,7595,exact
214,7806,exact
214,7994,partiel
215,2175,exact
216,8356,partiel
217,227,exact
218,229,exact
219,787,exact
220,233,exact
221,235,exact
222,236,exact
223,2032,exact
223,3527,partiel
223,3867,exact
224,2300,exact
225,238,exact
226,2076,exact
227,239,exact
228,1206,partiel
229,1371,exact
229,3978,partiel
230,706,partiel
230,2403,exact
230,3549,exact
230,5672,partiel
230,6018,partiel
231,241,exact
232,2515,exact
233,242,exact
234,2021,exact
235,2597,exact
236,7551,exact
237,7259,partiel
238,1277,exact
238,3905,exact
239,243,exact
240,7763,partiel
241,244,exact
242,245,exact
243,248,exact
243,3994,partiel
243,7754,partiel
244,2818,exact
245,249,exact
246,251,exact
248,7513,partiel
249,7774,partiel
250,253,exact
250,4664,exact
251,254,exact
252,256,exact
252,6164,partiel
252,7631,partiel
253,2648,exact
253,8398,partiel
254,847,partiel
255,793,exact
256,258,exact
256,6698,exact
257,260,exact
258,1544,exact
259,262,exact
259,893,exact
260,889,partiel
261,1094,exact
262,1979,exact
262,3444,partiel
262,5961,partiel
262,7031,partiel
263,268,exact
264,269,exact
264,4503,partiel
265,7212,exact
266,1633,exact
266,2722,partiel
266,2973,exact
266,5991,exact
267,272,exact
268,273,exact
269,7184,exact
270,280,exact
270,6314,partiel
271,1123,partiel
271,7788,partiel
272,281,exact
273,2236,exact
274,6218,exact
275,283,exact
276,1085,partiel
277,580,exact
278,3037,partiel
278,7466,partiel
279,286,exact
280,287,exact
281,288,exact
282,290,exact
282,953,exact
282,1260,exact
282,5313,partiel
283,1197,partiel
283,2039,partiel
283,2304,partiel
283,2782,exact
283,2915,partiel
283,3059,partiel
283,3421,partiel
283,3629,partiel
283,4357,partiel
283,5203,partiel
283,5994,partiel
283,6028,partiel
283,6539,partiel
283,6854,partiel
283,7096,partiel
283,7314,partiel
283,7906,partiel
283,8028,partiel
283,8231,partiel
283,8236,partiel
283,8239,partiel
283,8321,partiel
283,8589,partiel
284,293,exact
284,2150,exact
284,6787,partiel
285,294,exact
286,1279,exact
288,295,exact
289,296,exact
290,298,exact
290,3664,partiel
290,7258,partiel
291,299,exact
292,1562,partiel
293,300,exact
294,302,exact
295,728,exact
295,3420,partiel
295,6244,partiel
295,7431,partiel
296,305,exact
297,308,exact
298,2338,exact
298,3742,exact
299,819,exact
300,311,exact
300,4150,partiel
301,3803,exact
302,794,partiel
302,1074,partiel
302,1189,partiel
302,1200,partiel
302,1711,partiel
302,1746,partiel
302,1764,partiel
302,2092,partiel
302,2265,partiel
302,2677,partiel
302,2800,partiel
302,4358,partiel
302,4480,partiel
302,4514,partiel
302,4515,partiel
302,4704,partiel
302,4712,partiel
302,4817,partiel
302,4958,partiel
302,4973,partiel
302,5190,partiel
302,5626,partiel
302,5734,partiel
302,5740,partiel
302,5746,partiel
302,5774,partiel
302,5779,partiel
302,5783,partiel
302,5789,partiel
302,5802,partiel
302,5840,partiel
302,5845,partiel
302,5848,partiel
302,5990,partiel
302,6231,partiel
302,6309,partiel
302,6475,partiel
302,6546,partiel
302,6669,partiel
302,6733,partiel
302,8376,partiel
302,8407,partiel
303,2803,exact
304,1512,exact
304,4629,exact
305,344,partiel
305,553,partiel
305,2625,partiel
306,317,exact
307,318,exact
308,2775,partiel
309,1952,partiel
310,319,exact
311,1629,partiel
312,3849,exact
312,3947,partiel
313,320,exact
313,2434,exact
313,5417,partiel
314,321,exact
315,2616,exact
315,2888,exact
315,7185,exact
315,7696,partiel
316,1789,exact
317,2753,exact
317,4573,exact
317,6058,exact
318,324,exact
319,6452,exact
320,7541,partiel
321,325,exact
321,2288,exact
323,327,exact
324,2077,exact
325,331,exact
325,594,exact
325,870,exact
325,1170,exact
325,1715,exact
325,2479,partiel
325,4645,partiel
325,4834,exact
325,4856,exact
325,4893,exact
325,4963,exact
325,5092,exact
325,5277,exact
325,5907,exact
326,332,exact
328,334,exact
328,1049,exact
329,336,exact
330,3841,exact
331,337,exact
332,204,partiel
332,339,exact
332,653,partiel
333,1301,partiel
334,341,exact
335,343,exact
336,345,exact
337,1684,exact
338,2117,partiel
338,3181,partiel
338,3368,partiel
338,3920,partiel
340,348,exact
341,349,exact
341,3907,exact
342,1412,exact
342,3236,partiel
342,5559,partiel
342,5993,partiel
343,351,exact
343,7594,partiel
344,352,exact
345,1829,exact
346,355,exact
347,1331,exact
347,4579,exact
348,356,exact
349,357,exact
350,358,exact
351,359,exact
352,3882,exact
353,360,exact
354,1940,exact
355,843,exact
356,361,exact
357,753,exact
358,362,exact
359,363,exact
359,1421,exact
360,364,exact
361,367,exact
363,370,exact
364,1689,exact
364,7571,partiel
365,372,exact
366,373,exact
367,7698,partiel
368,377,exact
368,1355,partiel
368,1710,partiel
368,7499,partiel
368,8223,partiel
368,8508,partiel
369,316,exact
369,2467,exact
370,378,exact
371,382,exact
372,383,exact
373,384,exact
374,386,exact
377,1135,exact
378,7219,partiel
379,388,exact
379,1522,exact
379,2000,exact
379,7646,partiel
380,389,exact
381,390,exact
381,6643,exact
382,391,exact
382,1551,exact
383,392,exact
384,393,exact
385,396,exact
385,415,exact
386,399,exact
386,2474,exact
387,401,exact
388,403,exact
388,7226,exact
388,7795,exact
388,8728,exact
389,405,exact
390,406,exact
390,1100,exact
390,5507,partiel
390,6105,partiel
390,6914,partiel
390,8195,partiel
390,8461,partiel
391,3610,exact
391,7579,exact
392,408,exact
393,1438,exact
394,409,exact
395,410,exact
396,1391,exact
397,412,exact
397,1404,exact
397,6463,partiel
398,3831,exact
399,2472,exact
400,3454,partiel
400,5465,exact
400,7260,partiel
401,3857,exact
402,396,exact
402,415,exact
402,4986,partiel
403,416,exact
403,3885,partiel
403,7109,partiel
403,7204,exact
403,7216,exact
404,1164,exact
405,417,exact
406,5556,exact
406,7190,exact
407,420,exact
408,7630,partiel
409,421,exact
409,2709,partiel
409,3258,exact
409,7538,exact
410,1214,exact
411,422,exact
412,423,exact
412,5233,exact
413,2458,exact
413,5359,exact
413,6221,exact
413,7396,partiel
413,8561,partiel
414,429,exact
415,430,exact
416,431,exact
417,7803,exact
417,8346,exact
418,433,exact
419,434,exact
420,6545,exact
422,109,partiel
422,252,partiel
422,436,exact
422,1209,exact
422,3406,partiel
422,5752,partiel
422,5778,partiel
422,7520,partiel
422,7703,partiel
422,7864,partiel
422,7879,partiel
422,7893,partiel
422,7895,partiel
422,7939,partiel
422,8036,partiel
422,8039,partiel
422,8149,partiel
422,8189,partiel
422,8254,partiel
422,8280,partiel
423,1442,exact
423,3798,exact
424,441,exact
425,442,exact
426,443,exact
427,2671,exact
428,444,exact
429,445,exact
430,416,exact
430,3885,partiel
430,7109,partiel
430,7204,exact
430,7216,exact
431,3880,exact
431,6863,exact
431,7458,partiel
432,450,exact
433,451,exact
434,3895,exact
435,2023,exact
437,2081,exact
437,7233,partiel
438,2587,exact
438,7649,partiel
439,3886,exact
441,3210,partiel
441,5073,exact
442,457,exact
442,7757,partiel
445,459,exact
447,460,exact
447,5592,exact
448,1538,exact
449,462,exact
449,1381,exact
450,1140,exact
451,994,exact
452,463,exact
452,2819,partiel
452,8327,partiel
453,8345,exact
454,464,exact
455,465,exact
456,2140,exact
457,467,exact
457,7769,partiel
458,468,exact
459,469,exact
459,3381,exact
460,2560,exact
461,1264,exact
462,7691,partiel
463,475,exact
464,476,exact
465,477,exact
466,478,exact
467,479,exact
467,3330,partiel
468,2241,exact
469,481,exact
470,482,exact
471,484,exact
472,2299,exact
472,3884,exact
473,489,exact
474,491,exact
476,492,exact
476,3447,exact
476,3845,exact
476,8134,partiel
477,493,exact
478,2010,exact
479,494,exact
479,1352,exact
480,7634,partiel
481,932,partiel
482,2716,partiel
483,496,exact
483,798,exact
484,497,exact
485,1168,exact
486,3869,exact
487,499,exact
488,500,exact
488,782,exact
488,1822,partiel
488,6560,partiel
488,6744,partiel
489,501,exact
490,503,exact
491,504,exact
492,3806,exact
493,505,exact
493,3692,exact
494,506,exact
495,507,exact
496,508,exact
497,1949,exact
498,512,exact
498,2480,partiel
499,513,exact
500,2212,exact
500,7635,exact
502,1902,exact
502,8344,exact
503,514,exact
504,515,exact
504,3413,partiel
504,5572,exact
504,6149,exact
505,1599,exact
506,516,exact
507,517,exact
508,519,exact
509,520,exact
510,522,exact
511,523,exact
512,524,exact
512,1196,exact
513,525,exact
514,563,exact
515,527,exact
515,5396,exact
516,529,exact
517,530,exact
518,531,exact
519,532,exact
520,1730,partiel
520,3795,exact
520,8688,exact
521,533,exact
522,534,exact
523,1078,partiel
524,537,exact
525,539,exact
526,772,partiel
527,541,exact
528,542,exact
529,1971,exact
530,546,exact
531,550,exact
531,4220,exact
533,554,exact
534,555,exact
535,7654,partiel
536,3219,exact
537,2167,exact
537,5314,exact
538,7426,partiel
538,8173,partiel
539,257,partiel
540,4964,exact
543,4374,exact
544,5357,exact
545,4415,exact
546,4654,partiel
547,6480,exact
548,3278,partiel
549,5808,exact
550,4526,exact
550,5527,exact
551,2833,exact
551,3184,exact
551,5942,exact
551,7156,partiel
552,3962,partiel
553,574,exact
554,575,exact
554,5553,exact
554,5986,exact
555,6040,exact
556,4956,exact
557,1532,partiel
557,3325,partiel
557,7909,partiel
557,7990,partiel
558,4394,exact
559,578,exact
559,5262,exact
560,3127,partiel
560,6281,exact
561,5269,exact
562,4107,exact
562,5565,exact
563,3066,partiel
566,8207,partiel
567,591,exact
568,4920,partiel
569,5010,exact
570,859,exact
570,6593,exact
571,596,exact
571,662,partiel
571,3488,partiel
571,4015,partiel
571,4643,partiel
571,7562,partiel
571,8025,partiel
572,4422,exact
574,160,exact
575,6448,partiel
576,598,exact
576,3418,exact
576,5794,exact
576,6332,partiel
577,871,partiel
577,2691,partiel
577,3111,partiel
577,5941,partiel
577,7008,partiel
578,600,exact
578,5407,exact
579,4757,exact
580,601,exact
581,7022,partiel
582,4375,partiel
583,4657,exact
584,8685,partiel
586,52,partiel
586,5333,exact
587,6695,exact
588,4593,exact
589,4488,exact
590,3273,partiel
591,3224,partiel
591,8073,partiel
592,3997,partiel
593,3966,exact
594,4114,partiel
595,611,exact
595,2002,partiel
595,4227,partiel
595,8624,partiel
596,4617,exact
597,5224,exact
598,906,partiel
598,5184,exact
598,5603,partiel
598,6561,exact
598,6603,partiel
598,7472,partiel
599,4115,partiel
601,4962,exact
602,617,exact
602,3076,partiel
602,5971,exact
603,4880,exact
604,6881,exact
605,1165,partiel
605,2105,partiel
605,4912,exact
607,2996,partiel
607,3672,partiel
607,5549,partiel
607,5964,partiel
607,6702,partiel
607,6944,partiel
607,6994,partiel
607,7373,partiel
607,7405,partiel
607,7500,partiel
607,7582,partiel
607,8079,partiel
607,8136,partiel
607,8217,partiel
607,8313,partiel
607,8467,partiel
608,5247,exact
609,263,partiel
609,2985,partiel
609,3500,partiel
609,5132,exact
609,5354,partiel
610,622,exact
610,3145,partiel
610,4002,partiel
611,4716,exact
612,624,exact
612,3306,partiel
612,4212,partiel
613,6601,exact
614,6630,exact
614,8478,exact
615,625,exact
616,5192,partiel
617,627,exact
617,5052,exact
617,5699,exact
617,7369,exact
617,8404,partiel
618,4448,exact
620,2621,partiel
620,4869,exact
621,3173,partiel
622,3942,partiel
622,4382,exact
622,7312,partiel
623,5160,exact
624,5200,exact
625,6596,exact
626,5376,exact
627,636,exact
627,6016,exact
628,4327,partiel
629,640,exact
629,8267,partiel
630,486,exact
631,3910,partiel
631,6213,partiel
631,7880,partiel
632,641,exact
634,4379,partiel
635,646,exact
635,4703,exact
636,2540,partiel
636,3200,exact
636,4602,partiel
636,5587,partiel
636,6493,partiel
636,6588,partiel
636,6841,partiel
636,7397,partiel
636,8501,partiel
636,8558,partiel
637,2144,exact
637,4602,exact
639,316,exact
639,2467,exact
640,6608,exact
641,6534,partiel
642,6782,exact
643,4194,partiel
643,4392,exact
645,4211,partiel
646,4077,partiel
647,6742,exact
649,6619,partiel
650,4495,exact
651,6706,exact
652,6610,exact
653,3943,partiel
654,661,exact
654,6970,partiel
655,665,exact
656,5113,partiel
657,4827,exact
658,3922,partiel
659,4380,exact
659,6896,partiel
660,1732,partiel
660,1885,partiel
660,4334,exact
660,4372,exact
660,6661,exact
661,7782,partiel
661,7952,partiel
661,7977,partiel
662,4953,exact
663,154,exact
664,4538,partiel
665,4252,partiel
665,5928,exact
666,3233,partiel
666,3560,partiel
666,5938,exact
666,6776,partiel
666,7965,partiel
666,7989,partiel
666,8071,partiel
666,8094,partiel
667,4829,exact
668,4517,exact
669,5038,exact
670,5350,exact
671,3988,exact
672,672,exact
672,926,exact
672,1223,exact
672,1397,exact
672,1453,exact
672,1498,exact
672,1821,exact
672,2110,exact
672,2269,exact
672,2502,exact
672,3503,exact
672,6024,exact
673,4886,exact
674,3150,partiel
674,4447,exact
675,4739,exact
677,5295,partiel
677,5755,exact
677,6511,partiel
678,3239,partiel
678,8516,partiel
679,3936,partiel
680,5884,exact
681,678,exact
681,2851,exact
681,3179,exact
681,3366,exact
681,3668,exact
681,6356,exact
681,8019,partiel
684,682,exact
684,4110,partiel
684,8677,partiel
685,2039,partiel
685,2304,partiel
685,2782,partiel
685,3629,partiel
685,5203,exact
685,6539,partiel
685,8231,partiel
685,8239,partiel
686,521,exact
688,4314,partiel
689,686,exact
689,3159,partiel
689,4860,partiel
689,5078,exact
689,5728,partiel
689,7046,partiel
689,8363,partiel
690,436,partiel
690,1209,partiel
690,3406,partiel
690,5752,partiel
690,5778,partiel
690,6650,exact
690,7520,partiel
690,7864,partiel
690,7879,partiel
690,7893,partiel
690,7895,partiel
690,7939,partiel
690,8036,partiel
690,8039,partiel
690,8149,partiel
690,8189,partiel
690,8254,partiel
690,8280,partiel
690,8705,partiel
691,4696,partiel
693,690,exact
693,810,partiel
693,1047,partiel
693,1316,partiel
693,1494,partiel
693,2148,partiel
693,4257,partiel
693,4537,partiel
694,692,exact
694,4400,exact
695,6575,exact
696,4436,exact
697,696,exact
698,3217,partiel
698,4105,partiel
698,6316,exact
699,1258,exact
699,3453,exact
699,4138,partiel
699,5389,partiel
699,5692,exact
699,6265,exact
699,7160,partiel
699,8001,partiel
700,4079,partiel
701,2777,exact
701,5983,exact
702,2848,exact
702,4837,exact
702,6567,exact
703,558,exact
703,5232,exact
703,7172,partiel
704,5923,exact
704,6622,exact
705,6508,exact
706,136,partiel
706,701,exact
706,3428,partiel
706,4989,exact
706,5761,exact
706,8230,partiel
707,702,exact
707,3409,partiel
707,6035,exact
707,7118,partiel
708,1593,partiel
708,3308,partiel
708,4644,exact
709,5220,exact
710,3142,partiel
711,3850,exact
712,706,exact
712,2403,partiel
712,3549,partiel
712,6018,exact
713,4906,exact
714,872,exact
714,1539,partiel
714,2173,exact
714,3940,partiel
714,5824,partiel
714,7332,partiel
715,380,partiel
715,707,exact
716,897,exact
716,5153,exact
716,5850,exact
716,6682,exact
716,7179,partiel
717,4671,exact
718,6631,exact
719,135,partiel
719,5998,partiel
719,8573,partiel
720,712,exact
720,6968,partiel
720,7345,partiel
721,5089,partiel
722,5093,exact
724,2559,partiel
724,4069,partiel
724,5117,exact
724,5451,partiel
725,250,exact
726,4682,exact
726,4800,exact
727,5149,exact
730,6006,exact
731,4682,partiel
731,4800,partiel
732,722,exact
732,4775,partiel
733,4733,exact
735,723,exact
735,4172,partiel
736,1429,partiel
736,3202,partiel
736,3372,partiel
736,4177,partiel
736,4309,partiel
736,4714,partiel
736,5645,partiel
736,5664,partiel
736,5934,partiel
736,7438,partiel
736,8487,partiel
737,2068,exact
737,4976,exact
737,6278,exact
737,8441,exact
739,274,exact
740,4603,exact
740,7107,exact
741,4587,partiel
742,4784,exact
743,4939,exact
744,5115,exact
746,4675,exact
747,4527,exact
748,3114,partiel
748,5551,exact
748,8629,partiel
750,5027,partiel
751,3106,exact
752,6009,exact
753,5168,partiel
755,292,exact
756,872,exact
756,1539,partiel
756,2173,exact
756,3940,partiel
756,5824,partiel
756,7332,partiel
757,5351,exact
758,2529,exact
758,4059,partiel
759,4535,exact
760,4234,partiel
760,7518,partiel
760,7837,partiel
760,8537,partiel
761,3995,partiel
762,527,exact
762,5396,exact
763,3578,exact
763,6975,partiel
763,8151,partiel
764,4870,exact
765,2644,partiel
766,377,exact
766,895,partiel
766,3983,partiel
767,3132,partiel
767,5564,partiel
768,6759,exact
770,5135,exact
771,758,exact
771,4006,partiel
772,5074,exact
774,762,exact
775,306,exact
777,6986,partiel
778,4461,exact
779,765,exact
780,766,exact
780,6036,exact
780,6844,partiel
782,770,exact
783,3120,partiel
784,4326,partiel
785,6449,exact
786,427,exact
787,5127,exact
788,4016,partiel
789,779,exact
789,1869,exact
789,2382,exact
789,3257,partiel
789,4771,partiel
790,4203,exact
791,5320,exact
792,780,exact
792,1831,exact
792,3309,exact
792,4432,exact
792,5421,partiel
792,6135,partiel
792,8123,partiel
793,4710,exact
794,786,exact
794,5334,exact
794,6280,exact
795,1806,exact
795,2045,exact
795,2788,exact
795,3079,partiel
795,3481,exact
795,3560,exact
795,4357,exact
795,4403,exact
795,4423,exact
795,4952,exact
795,5087,exact
795,5828,exact
796,789,exact
797,6043,partiel
798,794,exact
798,1074,partiel
798,1189,partiel
798,1200,partiel
798,1711,partiel
798,1746,partiel
798,1764,partiel
798,2092,partiel
798,2265,partiel
798,2677,partiel
798,2800,partiel
798,4358,partiel
798,4480,partiel
798,4514,partiel
798,4515,partiel
798,4704,partiel
798,4712,partiel
798,4817,partiel
798,4958,partiel
798,4973,partiel
798,5190,partiel
798,5626,partiel
798,5734,partiel
798,5740,partiel
798,5746,partiel
798,5774,partiel
798,5779,partiel
798,5783,partiel
798,5789,partiel
798,5802,partiel
798,5840,partiel
798,5845,partiel
798,5848,partiel
798,5990,partiel
798,6231,partiel
798,6309,partiel
798,6475,partiel
798,6546,partiel
798,6669,partiel
798,6733,partiel
798,8376,partiel
798,8407,partiel
800,552,partiel
801,4413,partiel
802,3161,partiel
802,4396,exact
803,496,exact
803,798,exact
804,1992,partiel
804,2039,partiel
804,2304,partiel
804,2327,partiel
804,2385,partiel
804,2951,partiel
804,3059,partiel
804,3125,partiel
804,3138,partiel
804,3255,partiel
804,3421,partiel
804,3503,partiel
804,3877,partiel
804,4403,partiel
804,4952,partiel
804,5054,partiel
804,5087,partiel
804,5444,partiel
804,6028,partiel
804,6121,partiel
804,6326,exact
804,6854,partiel
804,6949,partiel
804,7013,partiel
804,7067,partiel
804,7096,partiel
804,7314,partiel
804,7729,partiel
804,7906,partiel
804,7914,partiel
804,8000,partiel
804,8028,partiel
804,8236,partiel
804,8281,partiel
804,8321,partiel
804,8589,partiel
804,8708,partiel
805,4283,partiel
806,799,exact
806,5912,exact
808,4789,exact
808,6577,exact
809,4547,exact
809,6647,exact
810,810,partiel
810,1047,partiel
810,1316,partiel
810,1494,partiel
810,2148,partiel
810,4257,partiel
810,4537,partiel
810,4895,partiel
811,4979,exact
812,4647,partiel
812,6999,partiel
813,4440,partiel
814,4688,partiel
814,4824,partiel
815,313,exact
815,5342,exact
816,805,exact
816,4842,exact
817,258,exact
817,6698,exact
818,807,exact
818,4154,exact
818,7106,exact
818,7555,partiel
818,8150,partiel
819,690,partiel
819,810,exact
819,975,partiel
819,1047,partiel
819,1316,partiel
819,1494,partiel
819,2148,partiel
819,4257,partiel
819,4537,partiel
819,4895,partiel
821,4320,partiel
822,8084,partiel
823,6745,partiel
824,2617,exact
825,418,exact
825,6033,partiel
825,7485,exact
826,267,partiel
826,278,partiel
826,1481,partiel
826,2195,partiel
827,4915,exact
828,816,exact
828,1234,partiel
828,4449,exact
829,6703,exact
830,5154,exact
831,6618,exact
832,820,exact
832,2579,exact
832,4497,exact
832,5750,exact
832,6070,exact
832,6908,partiel
832,7297,partiel
833,4225,partiel
834,3245,partiel
835,822,exact
835,4219,partiel
836,219,exact
836,5392,exact
837,4828,exact
838,4251,partiel
838,7591,partiel
839,176,exact
840,167,exact
841,832,exact
841,5048,exact
841,7468,partiel
842,428,partiel
842,833,exact
843,3953,partiel
844,5107,exact
845,1350,exact
845,1563,exact
845,6599,partiel
846,5069,partiel
847,6584,partiel
848,4927,exact
850,4487,exact
851,4666,exact
852,3182,partiel
853,4885,exact
853,8017,partiel
853,8443,exact
854,6348,exact
856,166,exact
857,5,partiel
857,2767,exact
857,3757,partiel
857,3875,exact
859,309,partiel
860,4367,exact
861,7750,partiel
862,848,exact
862,2840,exact
862,3360,partiel
862,4651,exact
862,5927,exact
862,6422,exact
863,6760,exact
864,6784,exact
865,4804,exact
866,4838,exact
867,850,exact
867,4345,exact
868,4823,partiel
869,346,exact
869,4891,exact
870,5007,exact
871,4928,exact
872,5701,partiel
872,6491,exact
873,4094,partiel
873,4096,exact
874,4946,partiel
874,6012,exact
874,7826,partiel
875,862,exact
875,1527,exact
875,1676,partiel
875,1795,exact
875,2960,partiel
875,3292,partiel
875,3422,exact
875,3793,exact
875,4541,partiel
875,5059,exact
875,5700,exact
875,6097,exact
875,6110,partiel
875,6128,exact
875,6394,partiel
875,6934,partiel
875,7174,partiel
875,7223,partiel
875,7516,partiel
875,7802,partiel
875,7841,partiel
875,7847,partiel
875,7935,partiel
875,7958,partiel
875,8023,partiel
875,8043,partiel
875,8072,partiel
875,8103,partiel
875,8146,partiel
876,4597,exact
877,863,exact
878,5075,exact
879,4005,partiel
879,6287,exact
879,8101,partiel
880,369,exact
881,5063,exact
882,5217,partiel
883,582,partiel
883,1480,partiel
883,1483,exact
883,4833,exact
883,5817,exact
884,4814,exact
885,868,exact
885,2448,partiel
885,2873,partiel
885,5841,exact
885,7115,partiel
885,7227,partiel
885,7566,partiel
885,7808,partiel
886,331,exact
886,594,exact
886,870,exact
886,1170,exact
886,1715,exact
886,2479,partiel
886,4645,partiel
886,4834,exact
886,4856,exact
886,4893,exact
886,4963,exact
886,5092,exact
886,5277,exact
886,5907,exact
887,4213,partiel
887,5188,exact
888,5261,partiel
889,6566,exact
890,8364,partiel
891,7103,partiel
892,880,exact
892,5506,exact
892,6940,partiel
893,881,exact
894,4792,exact
895,4462,exact
897,884,exact
897,2892,partiel
897,3391,partiel
897,5454,exact
897,6051,exact
897,6225,exact
897,7214,exact
897,7450,partiel
897,7493,partiel
897,7517,partiel
897,7658,partiel
897,7856,partiel
897,7936,partiel
897,7959,partiel
897,8045,partiel
897,8053,partiel
897,8250,partiel
897,8580,partiel
897,8607,partiel
898,1713,partiel
898,2071,partiel
898,4266,partiel
898,4903,partiel
898,6399,partiel
898,6679,partiel
898,7819,partiel
901,4039,partiel
902,548,partiel
904,4740,exact
905,3938,partiel
905,8334,partiel
906,5950,partiel
907,1070,partiel
907,3141,partiel
907,7588,partiel
909,862,exact
909,1527,exact
909,1676,partiel
909,1795,exact
909,2960,partiel
909,3292,partiel
909,3422,exact
909,3793,exact
909,4541,partiel
909,5059,exact
909,5700,exact
909,6097,exact
909,6110,partiel
909,6128,exact
909,6394,partiel
909,6934,partiel
909,7174,partiel
909,7223,partiel
909,7516,partiel
909,7802,partiel
909,7841,partiel
909,7847,partiel
909,7935,partiel
909,7958,partiel
909,8023,partiel
909,8043,partiel
909,8072,partiel
909,8103,partiel
909,8146,partiel
