index_a,index_b,tag
7589,5834,partiel
7590,453,partiel
7590,6533,partiel
7591,3457,partiel
7591,8265,partiel
7592,2012,partiel
7592,5822,partiel
7592,8312,partiel
7593,4213,partiel
7593,5188,partiel
7594,5480,partiel
7594,6392,partiel
7595,7670,exact
7596,4107,partiel
7596,5565,partiel
7597,8069,partiel
7604,3035,partiel
7604,6925,partiel
7605,741,partiel
7605,1203,partiel
7605,2842,partiel
7605,3386,partiel
7605,4022,partiel
7605,7140,partiel
7605,8046,partiel
7605,8099,partiel
7605,8437,partiel
7606,7674,exact
7607,7675,exact
7608,5550,partiel
7609,7678,exact
7610,2395,partiel
7610,4942,partiel
7610,5411,partiel
7610,5679,partiel
7610,7348,partiel
7610,7434,partiel
7610,7680,exact
7610,8386,partiel
7610,8596,partiel
7612,7681,exact
7613,5632,partiel
7615,1019,partiel
7615,7236,partiel
7617,7686,exact
7618,7688,exact
7619,1793,partiel
7619,6825,partiel
7619,8144,partiel
7622,7690,exact
7623,5854,partiel
7624,5790,partiel
7625,2891,partiel
7625,7409,partiel
7626,5688,partiel
7627,7699,exact
7628,7700,exact
7629,1431,partiel
7629,5670,partiel
7632,5876,partiel
7633,1460,partiel
7633,5639,partiel
7634,109,partiel
7634,436,partiel
7634,1209,partiel
7634,3406,partiel
7634,5752,partiel
7634,5778,partiel
7634,6650,partiel
7634,7520,partiel
7634,7703,exact
7634,7864,partiel
7634,7879,partiel
7634,7893,partiel
7634,7895,partiel
7634,7939,partiel
7634,8036,partiel
7634,8039,partiel
7634,8149,partiel
7634,8189,partiel
7634,8254,partiel
7634,8280,partiel
7634,8705,partiel
7635,7706,exact
7636,5820,partiel
7637,5584,partiel
7637,6102,partiel
7637,7363,partiel
7638,7713,exact
7639,414,partiel
7641,279,partiel
7641,2469,partiel
7643,7718,exact
7644,5474,partiel
7645,5843,partiel
7645,7720,exact
7646,5469,partiel
7647,5841,partiel
7648,3011,partiel
7648,8138,partiel
7648,8179,partiel
7648,8314,partiel
7649,320,partiel
7649,2434,partiel
7649,5417,partiel
7650,5601,partiel
7652,7723,exact
7653,5678,partiel
7653,7833,partiel
7654,7724,exact
7655,2252,partiel
7655,5692,partiel
7656,1058,partiel
7656,2836,partiel
7656,3184,partiel
7656,3374,partiel
7656,5677,partiel
7656,8305,partiel
7657,5638,partiel
7660,7367,partiel
7661,5487,partiel
7662,331,partiel
7662,594,partiel
7662,870,partiel
7662,1170,partiel
7662,1715,partiel
7662,2479,partiel
7662,4645,partiel
7662,4834,partiel
7662,4856,partiel
7662,4893,partiel
7662,4963,partiel
7662,5092,partiel
7662,5277,partiel
7662,5907,partiel
7663,5472,partiel
7664,8130,partiel
7670,878,partiel
7670,5344,partiel
7670,5844,partiel
7670,7286,partiel
7673,2923,partiel
7674,7730,exact
7675,2356,partiel
7675,3989,partiel
7675,5526,partiel
7676,7002,partiel
7677,7848,partiel
7677,7851,partiel
7679,7733,exact
7680,3096,partiel
7680,5468,partiel
7680,5585,partiel
7680,7231,partiel
7680,7238,partiel
7680,7734,exact
7680,8413,partiel
7682,7737,exact
7683,371,partiel
7684,7740,exact
7685,447,partiel
7685,6364,partiel
7685,7274,partiel
7686,220,partiel
7687,535,partiel
7687,5555,partiel
7688,5500,partiel
7690,1076,partiel
7690,5452,partiel
7691,2996,partiel
7691,3672,partiel
7691,5549,partiel
7691,5964,partiel
7691,6702,partiel
7691,6994,partiel
7691,7405,partiel
7691,7500,partiel
7691,7582,partiel
7691,8079,partiel
7691,8136,partiel
7691,8217,partiel
7691,8313,partiel
7691,8467,partiel
7694,484,partiel
7695,3515,partiel
7698,1235,partiel
7698,1259,partiel
7698,2488,partiel
7698,2853,partiel
7698,3836,partiel
7698,5486,partiel
7698,6034,partiel
7698,6385,partiel
7698,7078,partiel
7698,7119,partiel
7698,7539,partiel
7698,7612,partiel
7698,7761,exact
7698,7839,partiel
7698,8040,partiel
7698,8174,partiel
7699,5614,partiel
7700,6906,partiel
7700,7334,partiel
7700,7414,partiel
7700,7764,exact
7701,5556,partiel
7701,7190,partiel
7704,5652,partiel
7706,1334,partiel
7706,2197,partiel
7706,2732,partiel
7706,3665,partiel
7706,3872,partiel
7706,4199,partiel
7706,4205,partiel
7706,4216,partiel
7706,5608,partiel
7706,6068,partiel
7706,6479,partiel
7706,6831,partiel
7706,6995,partiel
7706,7059,partiel
7706,7196,partiel
7706,7296,partiel
7706,7321,partiel
7706,7334,partiel
7706,7358,partiel
7706,7444,partiel
7706,7460,partiel
7706,7489,partiel
7706,7532,partiel
7706,7766,exact
7706,7773,partiel
7706,7823,partiel
7706,7861,partiel
7706,7902,partiel
7706,7917,partiel
7706,8006,partiel
7706,8058,partiel
7706,8088,partiel
7706,8206,partiel
7706,8256,partiel
7706,8316,partiel
7706,8348,partiel
7708,1009,partiel
7708,5423,partiel
7709,7768,exact
7710,5633,partiel
7711,8240,partiel
7712,5460,partiel
7714,1661,partiel
7714,5441,partiel
7714,6100,partiel
7714,6163,partiel
7714,6319,partiel
7714,8538,partiel
7715,5453,partiel
7716,8224,partiel
7718,5412,partiel
7719,5642,partiel
7720,7781,exact
7722,7782,exact
7722,7952,partiel
7722,7977,partiel
7724,7786,exact
7725,3261,partiel
7725,6852,partiel
7725,8185,partiel
7726,2375,partiel
7726,8251,partiel
7727,5461,partiel
7727,5963,partiel
7728,4457,partiel
7728,6087,partiel
7728,7855,partiel
7728,8303,partiel
7729,5776,partiel
7729,6329,partiel
7730,3168,partiel
7730,3319,partiel
7730,3573,partiel
7730,7789,exact
7730,7898,partiel
7730,7945,partiel
7730,7961,partiel
7730,8068,partiel
7736,424,partiel
7736,2138,partiel
7736,6387,partiel
7737,7793,exact
7738,7794,exact
7738,7946,partiel
7738,7957,partiel
7740,2929,partiel
7740,6217,partiel
7740,7967,partiel
7740,8188,partiel
7741,5332,partiel
7742,5882,exact
7743,2754,partiel
7744,682,partiel
7744,4110,exact
7744,8677,partiel
7745,1607,exact
7747,862,partiel
7747,1527,partiel
7747,1676,partiel
7747,1795,partiel
7747,3292,partiel
7747,3422,partiel
7747,3793,partiel
7747,4541,partiel
7747,5700,partiel
7747,6394,partiel
7747,7174,partiel
7747,7223,partiel
7747,7802,exact
7747,7841,partiel
7747,7847,partiel
7747,7935,partiel
7747,7958,partiel
7747,8023,partiel
7747,8043,partiel
7747,8072,partiel
7747,8103,partiel
7747,8146,partiel
7748,1606,partiel
7748,3872,exact
7748,4151,partiel
7748,5608,exact
7748,5866,partiel
7748,6959,partiel
7748,7804,exact
7749,2827,partiel
7749,5954,partiel
7749,6835,partiel
7749,7504,partiel
7750,6198,partiel
7750,7805,partiel
7751,1334,partiel
7751,2197,partiel
7751,2732,partiel
7751,3665,partiel
7751,3872,partiel
7751,4199,partiel
7751,4205,partiel
7751,4216,partiel
7751,5608,partiel
7751,6068,partiel
7751,6831,partiel
7751,6995,partiel
7751,7059,partiel
7751,7196,partiel
7751,7296,partiel
7751,7334,partiel
7751,7444,partiel
7751,7460,partiel
7751,7489,partiel
7751,7532,partiel
7751,7766,partiel
7751,7823,partiel
7751,7861,partiel
7751,7902,partiel
7751,7917,partiel
7751,8006,partiel
7751,8058,partiel
7751,8088,partiel
7751,8206,partiel
7751,8256,partiel
7751,8316,partiel
7751,8532,partiel
7752,868,partiel
7752,2448,partiel
7752,2873,exact
7752,7115,partiel
7752,7227,exact
7752,7566,partiel
7752,7808,exact
7753,1503,partiel
7753,3412,partiel
7753,5889,partiel
7753,6111,partiel
7753,7739,partiel
7753,7821,partiel
7753,7899,partiel
7753,8080,partiel
7753,8177,partiel
7753,8462,partiel
7753,8583,partiel
7754,4905,exact
7755,2897,exact
7755,6154,exact
7755,6291,exact
7756,3591,partiel
7756,6151,partiel
7756,7812,exact
7757,741,partiel
7757,1203,exact
7757,2842,exact
7757,3386,partiel
7757,4022,partiel
7757,5577,exact
7757,7140,partiel
7757,8046,partiel
7757,8099,partiel
7757,8437,partiel
7758,5757,partiel
7759,211,exact
7760,1470,partiel
7760,2851,partiel
7760,3668,partiel
7760,8038,partiel
7760,8109,partiel
7760,8163,partiel
7761,1804,partiel
7761,7890,partiel
7762,2807,partiel
7762,6922,partiel
7762,7920,partiel
7762,8105,partiel
7762,8169,partiel
7762,8237,partiel
7763,846,partiel
7763,6240,partiel
7764,1901,partiel
7764,3775,partiel
7764,7814,exact
7765,2878,partiel
7765,3482,partiel
7765,5969,partiel
7766,2376,partiel
7766,5745,partiel
7767,5501,partiel
7767,7815,exact
7767,7931,partiel
7767,7980,partiel
7767,8318,partiel
7768,1379,partiel
7768,3647,partiel
7768,7055,partiel
7768,7402,partiel
7768,7832,partiel
7769,2943,partiel
7769,3552,partiel
7769,5267,partiel
7769,6056,partiel
7769,7689,partiel
7770,1505,partiel
7770,2540,partiel
7770,3369,partiel
7770,5421,partiel
7770,6135,partiel
7770,6678,partiel
7770,7889,partiel
7770,7905,partiel
7770,7950,partiel
7770,8003,partiel
7770,8029,partiel
7770,8104,partiel
7770,8123,partiel
7770,8204,partiel
7770,8282,partiel
7771,2555,partiel
7771,3388,partiel
7771,3607,partiel
7771,5416,partiel
7771,5874,partiel
7771,6322,partiel
7771,7817,exact
7771,8557,partiel
7771,8694,partiel
7772,3567,partiel
7772,3944,partiel
7772,5959,partiel
7773,841,partiel
7773,3839,partiel
7773,7526,partiel
7774,2954,partiel
7774,7820,exact
7774,7999,partiel
7774,8568,partiel
7775,5346,partiel
7775,5939,partiel
7775,8595,partiel
7776,2961,partiel
7776,3624,partiel
7776,3868,partiel
7776,7822,exact
7776,8092,partiel
7777,1334,partiel
7777,2197,partiel
7777,2732,partiel
7777,3665,partiel
7777,3872,partiel
7777,4199,partiel
7777,4205,partiel
7777,4216,partiel
7777,5608,partiel
7777,6068,partiel
7777,6479,partiel
7777,6831,partiel
7777,6995,partiel
7777,7059,partiel
7777,7196,partiel
7777,7296,partiel
7777,7321,partiel
7777,7334,partiel
7777,7358,partiel
7777,7444,partiel
7777,7460,partiel
7777,7489,partiel
7777,7532,partiel
7777,7766,partiel
7777,7773,partiel
7777,7823,exact
7777,7861,partiel
7777,7902,partiel
7777,7917,partiel
7777,8006,partiel
7777,8058,partiel
7777,8088,partiel
7777,8206,partiel
7777,8256,partiel
7777,8316,partiel
7777,8348,partiel
7777,8532,partiel
7778,147,partiel
7778,1501,partiel
7778,2844,partiel
7778,3475,partiel
7778,4866,partiel
7778,5210,partiel
7778,7309,partiel
7778,7828,exact
7778,7976,partiel
7778,8211,partiel
7778,8216,partiel
7778,8262,partiel
7778,8302,partiel
7779,884,partiel
7779,2892,partiel
7779,3391,partiel
7779,5454,partiel
7779,6051,partiel
7779,6225,partiel
7779,7214,partiel
7779,7450,partiel
7779,7493,partiel
7779,7517,partiel
7779,7658,partiel
7779,7856,partiel
7779,7936,partiel
7779,7959,partiel
7779,8045,partiel
7779,8053,partiel
7779,8250,partiel
7779,8580,partiel
7779,8607,partiel
7780,8625,partiel
7781,2866,partiel
7781,3506,partiel
7781,3827,partiel
7781,5282,partiel
7781,5456,partiel
7781,6003,partiel
7781,7211,partiel
7781,7829,exact
7781,7845,partiel
7781,7859,partiel
7781,8063,partiel
7781,8219,partiel
7781,8287,partiel
7782,3901,partiel
7782,4176,partiel
7782,5855,partiel
7782,5924,partiel
7783,3677,partiel
7783,7830,partiel
7783,8118,partiel
7784,792,partiel
7784,2880,partiel
7784,5948,partiel
7784,6295,partiel
7784,8113,partiel
7784,8473,partiel
7785,1379,partiel
7785,3647,partiel
7785,7055,partiel
7785,7402,partiel
7785,7832,exact
7786,728,partiel
7786,3420,partiel
7786,6244,partiel
7786,7431,partiel
7787,732,partiel
7788,1936,partiel
7788,3441,partiel
7788,3891,partiel
7788,5420,partiel
7788,7254,partiel
7788,7527,partiel
7788,8147,partiel
7788,8611,partiel
7789,802,partiel
7789,1855,partiel
7789,3830,partiel
7789,6080,partiel
7789,7243,partiel
7789,7338,partiel
7789,7542,partiel
7789,8011,partiel
7790,2872,partiel
7790,8471,partiel
7791,3899,partiel
7791,7836,exact
7792,8135,partiel
7794,1996,partiel
7794,2855,partiel
7794,3320,partiel
7794,3622,partiel
7794,6118,partiel
7794,6898,partiel
7794,7218,partiel
7794,7374,partiel
7794,7587,partiel
7794,8132,partiel
7794,8175,partiel
7794,8209,partiel
7794,8295,partiel
7795,1235,partiel
7795,1259,partiel
7795,2488,partiel
7795,2853,partiel
7795,3836,partiel
7795,5415,partiel
7795,5486,partiel
7795,6034,partiel
7795,6385,partiel
7795,7078,partiel
7795,7119,partiel
7795,7539,partiel
7795,7612,partiel
7795,7761,partiel
7795,7839,exact
7795,8040,partiel
7795,8174,partiel
7796,2876,partiel
7796,8440,partiel
7797,5501,partiel
7797,7815,partiel
7797,7931,partiel
7797,7980,partiel
7797,8318,partiel
7798,4261,partiel
7798,7721,partiel
7799,1353,partiel
7799,3513,partiel
7799,3926,partiel
7799,4473,partiel
7799,6064,partiel
7801,2312,partiel
7801,2721,partiel
7801,2729,partiel
7801,2854,partiel
7801,3865,partiel
7801,4188,partiel
7801,6013,partiel
7801,6589,partiel
7801,7143,partiel
7801,7192,partiel
7801,7386,partiel
7801,8077,partiel
7801,8082,partiel
7801,8158,partiel
7801,8277,partiel
7802,862,partiel
7802,1527,partiel
7802,1676,partiel
7802,1795,partiel
7802,2960,partiel
7802,3292,partiel
7802,3422,partiel
7802,3793,partiel
7802,4541,partiel
7802,5700,partiel
7802,6110,partiel
7802,6394,partiel
7802,6934,partiel
7802,7174,partiel
7802,7223,partiel
7802,7516,partiel
7802,7802,partiel
7802,7841,partiel
7802,7847,exact
7802,7935,partiel
7802,7958,partiel
7802,8023,partiel
7802,8043,partiel
7802,8072,partiel
7802,8103,partiel
7802,8146,partiel
7803,1505,partiel
7803,2540,partiel
7803,3369,partiel
7803,5421,partiel
7803,6135,partiel
7803,6678,partiel
7803,7889,partiel
7803,7905,partiel
7803,7950,partiel
7803,8003,partiel
7803,8029,partiel
7803,8104,partiel
7803,8123,partiel
7803,8204,partiel
7803,8282,partiel
7804,3229,partiel
7805,2898,partiel
7805,3547,partiel
7805,6092,partiel
7805,7850,exact
7805,7860,partiel
7805,7865,partiel
7805,7928,partiel
7805,7929,partiel
7805,7940,partiel
7805,8037,partiel
7805,8095,partiel
7805,8182,partiel
7805,8183,partiel
7805,8226,partiel
7805,8255,partiel
7805,8261,partiel
7805,8310,partiel
7805,8326,partiel
7806,2879,partiel
7806,2907,partiel
7806,3287,partiel
7806,7843,partiel
7807,1474,partiel
7807,3486,partiel
7807,5896,partiel
7808,884,partiel
7808,2892,partiel
7808,3391,partiel
7808,5454,partiel
7808,6051,partiel
7808,6225,partiel
7808,7214,partiel
7808,7450,partiel
7808,7493,partiel
7808,7517,partiel
7808,7658,partiel
7808,7856,exact
7808,7936,partiel
7808,7959,partiel
7808,8045,partiel
7808,8053,partiel
7808,8250,partiel
7808,8580,partiel
7808,8607,partiel
7809,298,partiel
7809,3664,partiel
7809,4047,partiel
7809,7258,partiel
7810,7645,partiel
7811,2866,partiel
7811,3506,partiel
7811,3827,partiel
7811,5282,partiel
7811,5456,partiel
7811,6003,partiel
7811,7211,partiel
7811,7829,partiel
7811,7845,partiel
7811,7859,exact
7811,8063,partiel
7811,8219,partiel
7811,8287,partiel
7812,3472,partiel
7813,1334,partiel
7813,2197,partiel
7813,2732,partiel
7813,3665,partiel
7813,3872,partiel
7813,4199,partiel
7813,4205,partiel
7813,4216,partiel
7813,5608,partiel
7813,6068,partiel
7813,6479,partiel
7813,6831,partiel
7813,6995,partiel
7813,7059,partiel
7813,7196,partiel
7813,7296,partiel
7813,7321,partiel
7813,7334,partiel
7813,7358,partiel
7813,7444,partiel
7813,7460,partiel
7813,7489,partiel
7813,7532,partiel
7813,7766,partiel
7813,7773,partiel
7813,7823,partiel
7813,7861,exact
7813,7902,partiel
7813,7917,partiel
7813,8006,partiel
7813,8058,partiel
7813,8088,partiel
7813,8206,partiel
7813,8256,partiel
7813,8316,partiel
7813,8348,partiel
7813,8532,partiel
7814,3026,partiel
7815,109,partiel
7815,252,partiel
7815,436,partiel
7815,1209,partiel
7815,3406,partiel
7815,5752,partiel
7815,5778,partiel
7815,7520,partiel
7815,7703,partiel
7815,7864,exact
7815,7879,partiel
7815,7893,partiel
7815,7895,partiel
7815,7939,partiel
7815,8036,partiel
7815,8039,partiel
7815,8149,partiel
7815,8189,partiel
7815,8254,partiel
7815,8280,partiel
7816,3517,partiel
7816,6219,partiel
7816,6227,partiel
7816,7168,partiel
7817,2898,partiel
7817,3547,partiel
7817,6092,partiel
7817,7850,partiel
7817,7860,partiel
7817,7865,exact
7817,7928,partiel
7817,7929,partiel
7817,7940,partiel
7817,8037,partiel
7817,8095,partiel
7817,8182,partiel
7817,8183,partiel
7817,8226,partiel
7817,8255,partiel
7817,8261,partiel
7817,8310,partiel
7817,8326,partiel
7818,896,partiel
7818,2921,partiel
7818,3044,partiel
7819,3446,partiel
7819,7930,partiel
7821,3149,partiel
7821,5784,partiel
7821,7043,partiel
7821,7871,exact
7822,1927,partiel
7822,3052,partiel
7822,3586,partiel
7822,7203,partiel
7822,7241,partiel
7822,7284,partiel
7822,7436,partiel
7823,7877,exact
7824,2558,partiel
7824,3429,partiel
7824,5367,partiel
7824,5477,partiel
7824,6325,partiel
7824,6753,partiel
7824,7973,partiel
7824,8194,partiel
7824,8279,partiel
7825,109,partiel
7825,436,partiel
7825,1209,partiel
7825,3406,partiel
7825,5752,partiel
7825,5778,partiel
7825,7520,partiel
7825,7703,partiel
7825,7864,partiel
7825,7879,partiel
7825,7893,partiel
7825,7895,partiel
7825,7939,partiel
7825,8036,partiel
7825,8039,partiel
7825,8149,partiel
7825,8189,partiel
7825,8254,partiel
7825,8280,partiel
7826,1334,partiel
7826,2197,partiel
7826,2732,partiel
7826,3665,partiel
7826,3872,partiel
7826,4199,partiel
7826,4205,partiel
7826,4216,partiel
7826,5608,partiel
7826,6068,partiel
7826,6479,partiel
7826,6831,partiel
7826,6995,partiel
7826,7059,partiel
7826,7196,partiel
7826,7296,partiel
7826,7321,partiel
7826,7334,partiel
7826,7358,partiel
7826,7444,partiel
7826,7460,partiel
7826,7489,partiel
7826,7532,partiel
7826,7766,partiel
7826,7773,partiel
7826,7823,partiel
7826,7861,partiel
7826,7902,partiel
7826,7917,partiel
7826,8006,partiel
7826,8058,partiel
7826,8088,partiel
7826,8206,partiel
7826,8256,partiel
7826,8316,partiel
7826,8348,partiel
7826,8532,partiel
7827,1996,partiel
7827,2855,partiel
7827,3320,partiel
7827,3622,partiel
7827,6118,partiel
7827,6898,partiel
7827,7218,partiel
7827,7374,partiel
7827,7587,partiel
7827,8132,partiel
7827,8175,partiel
7827,8209,partiel
7827,8295,partiel
7828,3298,partiel
7828,7187,partiel
7828,8661,partiel
7828,8709,partiel
7829,2898,partiel
7829,3547,partiel
7829,6092,partiel
7829,7850,partiel
7829,7860,partiel
7829,7865,partiel
7829,7928,partiel
7829,7929,partiel
7829,7940,partiel
7829,8037,partiel
7829,8095,partiel
7829,8182,partiel
7829,8183,partiel
7829,8226,partiel
7829,8255,partiel
7829,8261,partiel
7829,8310,partiel
7829,8326,partiel
7830,3896,partiel
7831,2404,partiel
7831,2770,partiel
7831,3809,partiel
7831,7213,partiel
7832,1191,partiel
7832,2913,partiel
7832,3426,partiel
7832,6215,partiel
7832,6397,partiel
7832,6818,partiel
7832,7477,partiel
7832,7884,exact
7832,8167,partiel
7832,8525,partiel
7832,8723,partiel
7833,1353,partiel
7833,2094,partiel
7833,2771,partiel
7833,2858,partiel
7833,3469,partiel
7833,3513,partiel
7833,3664,partiel
7833,3926,partiel
7833,4352,partiel
7833,6064,partiel
7835,2120,partiel
7835,4280,partiel
7835,5528,partiel
7836,3228,partiel
7836,3507,partiel
7837,8042,partiel
7838,6720,partiel
7838,7597,partiel
7839,3904,partiel
7839,6283,partiel
7839,8551,partiel
7840,1804,partiel
7840,7890,exact
7841,1353,partiel
7841,2094,partiel
7841,2771,partiel
7841,2858,partiel
7841,3469,partiel
7841,3513,partiel
7841,3664,partiel
7841,3926,partiel
7841,4352,partiel
7841,6064,partiel
7842,2404,partiel
7842,2770,partiel
7842,3809,partiel
7842,7213,partiel
7843,640,partiel
7843,8267,partiel
7844,940,partiel
7844,1436,partiel
7844,1486,partiel
7844,2079,partiel
7844,3476,partiel
7844,5895,partiel
7844,6226,partiel
7844,6907,partiel
7844,7251,partiel
7844,7257,partiel
7844,7421,partiel
7844,7892,exact
7845,862,partiel
7845,1527,partiel
7845,1676,partiel
7845,1795,partiel
7845,2960,partiel
7845,3292,partiel
7845,3422,partiel
7845,3793,partiel
7845,4541,partiel
7845,5700,partiel
7845,6110,partiel
7845,6394,partiel
7845,6934,partiel
7845,7174,partiel
7845,7223,partiel
7845,7516,partiel
7845,7802,partiel
7845,7841,partiel
7845,7847,partiel
7845,7935,partiel
7845,7958,partiel
7845,8023,partiel
7845,8043,partiel
7845,8072,partiel
7845,8103,partiel
7845,8146,partiel
7846,3642,partiel
7846,8724,partiel
7847,7314,partiel
7847,7896,exact
7848,3777,partiel
7848,7897,exact
7849,1132,partiel
7849,2063,partiel
7849,2869,partiel
7849,5861,partiel
7849,7039,partiel
7849,7076,partiel
7849,7162,partiel
7849,8131,partiel
7850,3168,partiel
7850,3319,partiel
7850,3573,partiel
7850,7789,partiel
7850,7898,exact
7850,7945,partiel
7850,7961,partiel
7850,8068,partiel
7852,5858,partiel
7852,6204,partiel
7852,7951,partiel
7852,8304,partiel
7852,8456,partiel
7853,1334,partiel
7853,2197,partiel
7853,2732,partiel
7853,3665,partiel
7853,3872,partiel
7853,4199,partiel
7853,4205,partiel
7853,4216,partiel
7853,5608,partiel
7853,6068,partiel
7853,6479,partiel
7853,6831,partiel
7853,6995,partiel
7853,7059,partiel
7853,7196,partiel
7853,7296,partiel
7853,7321,partiel
7853,7334,partiel
7853,7358,partiel
7853,7444,partiel
7853,7460,partiel
7853,7489,partiel
7853,7532,partiel
7853,7766,partiel
7853,7773,partiel
7853,7823,partiel
7853,7861,partiel
7853,7902,exact
7853,7917,partiel
7853,8006,partiel
7853,8058,partiel
7853,8088,partiel
7853,8206,partiel
7853,8256,partiel
7853,8316,partiel
7853,8348,partiel
7853,8532,partiel
7854,623,partiel
7854,3050,partiel
7855,3634,partiel
7855,7401,partiel
7855,7942,partiel
7856,7903,exact
7856,8168,partiel
7857,3093,partiel
7857,7904,exact
7858,1505,partiel
7858,2540,partiel
7858,3369,partiel
7858,5421,partiel
7858,6135,partiel
7858,6678,partiel
7858,7889,partiel
7858,7905,exact
7858,7950,partiel
7858,8003,partiel
7858,8029,partiel
7858,8104,partiel
7858,8123,partiel
7858,8204,partiel
7858,8282,partiel
7859,3525,partiel
7859,7777,partiel
7861,2827,partiel
7861,5954,partiel
7861,6835,partiel
7861,7504,partiel
7862,1958,partiel
7862,8271,partiel
7863,3541,partiel
7864,7913,exact
7865,6207,partiel
7865,7947,partiel
7867,1403,partiel
7869,2547,partiel
7870,1334,partiel
7870,2197,partiel
7870,2732,partiel
7870,3665,partiel
7870,3872,partiel
7870,4199,partiel
7870,4205,partiel
7870,4216,partiel
7870,5608,partiel
7870,6068,partiel
7870,6479,partiel
7870,6831,partiel
7870,6995,partiel
7870,7059,partiel
7870,7196,partiel
7870,7296,partiel
7870,7321,partiel
7870,7334,partiel
7870,7358,partiel
7870,7444,partiel
7870,7460,partiel
7870,7489,partiel
7870,7532,partiel
7870,7766,partiel
7870,7773,partiel
7870,7823,partiel
7870,7861,partiel
7870,7902,partiel
7870,7917,exact
7870,8006,partiel
7870,8058,partiel
7870,8088,partiel
7870,8206,partiel
7870,8256,partiel
7870,8316,partiel
7870,8348,partiel
7870,8532,partiel
7871,1132,partiel
7871,1323,partiel
7871,2063,partiel
7871,2869,partiel
7871,3536,partiel
7871,5861,partiel
7871,6022,partiel
7871,8131,partiel
7872,2937,partiel
7872,6917,partiel
7872,8116,partiel
7872,8121,partiel
7873,585,partiel
7873,5996,partiel
7873,6057,partiel
7873,6145,partiel
7873,7925,exact
7874,2937,partiel
7874,6917,partiel
7874,8116,partiel
7874,8121,partiel
7875,2898,partiel
7875,3547,partiel
7875,6092,partiel
7875,7850,partiel
7875,7860,partiel
7875,7865,partiel
7875,7928,exact
7875,7929,partiel
7875,7940,partiel
7875,8037,partiel
7875,8095,partiel
7875,8182,partiel
7875,8183,partiel
7875,8226,partiel
7875,8255,partiel
7875,8261,partiel
7875,8310,partiel
7875,8326,partiel
7876,3367,partiel
7876,3810,partiel
7876,5908,partiel
7876,7352,partiel
7876,8234,partiel
7876,8253,partiel
7876,8292,partiel
7877,1721,partiel
7877,3543,partiel
7877,6381,partiel
7879,3600,partiel
7879,8115,partiel
7880,1774,partiel
7880,2994,partiel
7880,7937,partiel
7880,7981,partiel
7881,967,partiel
7881,2250,partiel
7881,3589,partiel
7881,8273,partiel
7882,884,partiel
7882,2892,partiel
7882,3391,partiel
7882,5454,partiel
7882,6051,partiel
7882,6225,partiel
7882,7214,partiel
7882,7450,partiel
7882,7493,partiel
7882,7517,partiel
7882,7658,partiel
7882,7856,partiel
7882,7936,partiel
7882,7959,partiel
7882,8045,partiel
7882,8053,partiel
7882,8250,partiel
7882,8580,partiel
7882,8607,partiel
7883,1496,partiel
7883,2031,partiel
7883,2862,partiel
7883,3496,partiel
7883,7490,partiel
7883,8059,partiel
7885,862,partiel
7885,1527,partiel
7885,1676,partiel
7885,1795,partiel
7885,2960,partiel
7885,3292,partiel
7885,3422,partiel
7885,3793,partiel
7885,4541,partiel
7885,5700,partiel
7885,6110,partiel
7885,6394,partiel
7885,6934,partiel
7885,7174,partiel
7885,7223,partiel
7885,7516,partiel
7885,7802,partiel
7885,7841,partiel
7885,7847,partiel
7885,7935,exact
7885,7958,partiel
7885,8023,partiel
7885,8043,partiel
7885,8072,partiel
7885,8103,partiel
7885,8146,partiel
7886,884,partiel
7886,2892,partiel
7886,3391,partiel
7886,5454,partiel
7886,6051,partiel
7886,6225,partiel
7886,7214,partiel
7886,7450,partiel
7886,7493,partiel
7886,7517,partiel
7886,7658,partiel
7886,7856,partiel
7886,7936,exact
7886,7959,partiel
7886,8045,partiel
7886,8053,partiel
7886,8250,partiel
7886,8580,partiel
7886,8607,partiel
7887,2558,partiel
7887,3429,partiel
7887,5367,partiel
7887,5477,partiel
7887,6325,partiel
7887,6753,partiel
7887,7973,partiel
7887,8194,partiel
7887,8279,partiel
7888,3674,partiel
7888,3999,partiel
7888,4749,partiel
7888,6952,partiel
7888,7938,exact
7889,109,partiel
7889,252,partiel
7889,436,partiel
7889,1209,partiel
7889,3406,partiel
7889,5752,partiel
7889,5778,partiel
7889,7520,partiel
7889,7703,partiel
7889,7864,partiel
7889,7879,partiel
7889,7893,partiel
7889,7895,partiel
7889,7939,exact
7889,8036,partiel
7889,8039,partiel
7889,8149,partiel
7889,8189,partiel
7889,8254,partiel
7889,8280,partiel
7890,2898,partiel
7890,3547,partiel
7890,6092,partiel
7890,7850,partiel
7890,7860,partiel
7890,7865,partiel
7890,7928,partiel
7890,7929,partiel
7890,7940,exact
7890,8037,partiel
7890,8095,partiel
7890,8182,partiel
7890,8183,partiel
7890,8226,partiel
7890,8255,partiel
7890,8261,partiel
7890,8310,partiel
7890,8326,partiel
7891,7941,exact
7892,3361,partiel
7892,3430,partiel
7892,6044,partiel
7892,7346,partiel
7893,3634,partiel
7893,7401,partiel
7893,7942,exact
7894,2060,partiel
7894,3502,partiel
7894,5425,partiel
7894,7068,partiel
7894,7300,partiel
7894,7943,exact
7894,8015,partiel
7894,8178,partiel
7895,3014,partiel
7896,616,partiel
7896,3137,partiel
7897,1642,partiel
7897,3445,partiel
7897,4923,partiel
